                ****************************************
                                VPA-2BOX                
                BOOTSTRAP ESTIMATES OF BIAS AND VARIANCE
                ****************************************


BFT East 55-06 test                               
11:47, 16 September 2010


 *************************************************
 BIAS AND STANDARD ERROR ESTIMATES
 *************************************************


TABLE 1A. BIAS OF FISHING MORTALITY RATE FOR EAST OF 45                                        
    9   1980   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1981   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1982   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1983   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1984   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1985   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1986   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1987   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1988   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1989   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1990   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1991   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1992   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1993   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1994   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1995   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1996   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1997   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1998   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1999   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2000   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2001   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2002   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2003   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2004   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2005   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2006   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2007   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2008   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2009   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
   10   1950   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1951   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1952   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1953   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1954   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1955   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1956   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1957   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1958   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1959   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1960   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1961   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1962   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1963   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1964   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1965   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1966   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1967   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1968   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1969   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1970   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1971   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1972   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1973   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1974   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1975   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1976   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1977   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1978   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1979   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1980   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1981   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1982   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1983   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1984   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1985   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1986   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1987   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1988   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1989   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1990   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1991   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1992   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1993   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1994   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1995   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1996   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1997   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1998   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   1999   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2000   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2001   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2002   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2003   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2004   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2005   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2006   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2007   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2008   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   10   2009   0.527E-07  0.535E-07 -0.555E-08  0.549E-08  10.3
   11   1950   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1951   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1952   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1953   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1954   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1955   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1956   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1957   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1958   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1959   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1960   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1961   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1962   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1963   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1964   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1965   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1966   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1967   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1968   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1969   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1970   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1971   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1972   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1973   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1974   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1975   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1976   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1977   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1978   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1979   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1980   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1981   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1982   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1983   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1984   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1985   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1986   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1987   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1988   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1989   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1990   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1991   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1992   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1993   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1994   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1995   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1996   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1997   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1998   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   1999   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2000   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2001   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2002   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2003   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2004   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2005   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2006   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2007   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2008   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   11   2009   0.579E-08  0.585E-08 -0.137E-08  0.933E-09  16.0
   12   1950   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1951   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1952   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1953   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1954   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1955   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1956   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1957   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1958   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1959   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1960   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1961   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1962   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1963   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1964   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1965   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1966   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1967   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1968   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1969   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1970   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1971   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1972   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1973   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1974   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1975   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1976   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1977   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1978   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1979   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1980   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1981   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1982   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1983   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1984   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1985   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1986   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1987   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1988   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1989   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1990   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1991   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1992   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1993   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1994   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1995   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1996   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1997   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1998   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   1999   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2000   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2001   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2002   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2003   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2004   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2005   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2006   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2007   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2008   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
   12   2009   0.159E-05  0.163E-05 -0.998E-07  0.180E-06  11.1
 


 *************************************************
 CORRELATION AND COVARIANCE MATRICES OF PARAMETERS
 *************************************************


TABLE 2A. CORRELATION MATRIX
==========================================================  
          1    2    3    4    5    6    7    8    9   10
    1 :  1.0
    2 :  1.0  1.0
    3 :  1.0  1.0  1.0
    4 :  0.9  1.0  1.0  1.0
    5 :  0.9  1.0  1.0  1.0  1.0
    6 :  0.8  0.9  0.9  0.9  1.0  1.0
    7 :  0.7  0.8  0.8  0.8  0.8  0.9  1.0
    8 :  0.4  0.4  0.5  0.5  0.5  0.6  0.8  1.0
    9 : -0.1 -0.1  0.0 -0.1  0.0  0.1  0.3  0.6  1.0
   10 :  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.1  0.1  1.0
 
 
TABLE 2B. COVARIANCE MATRIX
=========================================================================================================================================      
              1            2            3            4            5            6            7            8            9           10
    1 :   0.8393D-05
    2 :   0.3744D-03   0.1728D-01
    3 :   0.2135D-03   0.9989D-02   0.5967D-02
    4 :   0.4762D-03   0.2236D-01   0.1357D-01   0.3182D-01
    5 :   0.2614D-03   0.1241D-01   0.7485D-02   0.1715D-01   0.9704D-02
    6 :   0.1551D-03   0.7528D-02   0.4617D-02   0.1045D-01   0.6004D-02   0.4020D-02
    7 :   0.1180D-03   0.5882D-02   0.3660D-02   0.8113D-02   0.4732D-02   0.3378D-02   0.3525D-02
    8 :   0.4015D-04   0.2206D-02   0.1478D-02   0.3157D-02   0.1892D-02   0.1474D-02   0.1836D-02   0.1519D-02
    9 :  -0.7120D-05  -0.1582D-03  -0.6040D-05  -0.1970D-03  -0.2693D-04   0.8166D-04   0.3369D-03   0.5499D-03   0.4795D-03
   10 :  -0.5623D-05  -0.1546D-03  -0.7548D-04  -0.2995D-03  -0.1354D-03  -0.2214D-04   0.1284D-03   0.2102D-03   0.8601D-04   0.6163D-02
 
 
