1	1	1950	227221	264498	3926	8984	33578	59513	38101	22709	33515	27331
1	1	1951	34493	43233	23622	24377	47004	59748	70418	33534	32856	32403
1	1	1952	4421	7682	11665	9197	38989	57831	66407	78472	60929	41914
1	1	1953	16403	21593	14130	14728	44604	50110	63493	58955	62224	53658
1	1	1954	14798	19900	2611	5405	42788	41008	37064	26001	43927	93315
1	1	1955	13292	72607	107287	41942	35018	37856	33831	35982	47166	95777
1	1	1956	5455	35668	55304	22788	23589	24829	26572	24377	39251	63569
1	1	1957	6090	42315	66203	33613	24986	46228	52604	34525	21086	81418
1	1	1958	21161	41049	57634	29588	59760	48488	37140	34886	26780	63841
1	1	1959	7803	45504	66430	25744	16179	17160	13577	14502	22619	71987
1	1	1960	4765	22822	30071	19572	30203	25136	17431	22141	29166	61075
1	1	1961	7810	36086	47258	28390	31705	27849	12017	14114	27817	74816
1	1	1962	6947	29693	35821	20586	23845	24378	11403	22140	29668	79161
1	1	1963	6052	29894	38038	21146	20055	14641	8764	6465	8773	41784
1	1	1964	13483	53407	61334	36574	23306	13436	11044	4904	4604	44458
1	1	1965	13433	48963	51094	28637	15434	11246	11086	4832	2980	45956
1	1	1966	39435	112263	130124	44909	18096	16945	6580	4015	3189	23646
1	1	1967	65607	71403	107837	43983	17335	14462	16219	3449	4776	40828
1	1	1968	21693	46196	55828	41113	17492	6842	10761	6080	2258	21866
1	1	1969	43105	116781	74227	34278	15471	6882	4455	7075	4268	28148
1	1	1970	38988	76924	35680	20582	10730	8007	5747	4676	5799	23883
1	1	1971	3451	89131	50860	16650	12913	4879	5481	6382	5947	20270
1	1	1972	5572	150796	80312	18136	10840	8034	4908	2851	3067	16399
1	1	1973	7760	87196	78669	12238	4771	4351	6947	7737	7455	17932
1	1	1974	44979	144277	72124	55221	12698	6556	3768	4789	8695	43995
1	1	1975	83784	352022	82482	24055	11863	7932	4665	3441	4480	54950
1	1	1976	17501	196886	239994	47505	18187	6492	3896	2187	2948	40376
1	1	1977	67420	276479	81061	45074	6677	4738	4363	2903	2778	36620
1	1	1978	98571	188169	132603	26750	8539	2569	2746	1850	1398	26717
1	1	1979	15968	46352	85484	47174	8803	3802	3158	4700	4051	22395
1	1	1980	153268	139588	111494	35392	11439	6346	3925	2495	2715	24603
1	1	1981	91413	320656	114393	16726	11334	6214	4537	4938	3506	18037
1	1	1982	435146	261565	174574	35996	8002	3990	5295	9037	4835	38429
1	1	1983	666700	196954	118435	27650	11539	5339	8741	6724	5468	38481
1	1	1984	162819	602874	80533	29876	18523	10029	5897	6546	10420	41447
1	1	1985	126331	327195	273250	52930	11441	7067	3014	2958	3329	31801
1	1	1986	605591	245280	110492	60475	10838	5638	3356	2173	3201	27826
1	1	1987	233815	425594	130379	35130	13521	7777	7936	4073	3661	23513
1	1	1988	787367	200806	221887	45198	12256	9116	10264	5612	5200	33542
1	1	1989	457214	409308	103865	51467	26166	5342	9140	6317	4674	24558
1	1	1990	436998	328718	195472	53837	37392	7450	6938	10362	12813	27930
1	1	1991	243244	401949	186084	52344	39257	7563	5140	6163	14736	43603
1	1	1992	229346	527897	280116	50401	19089	12662	13102	10683	12770	50171
1	1	1993	280527	748303	362086	64110	24965	13406	11620	9313	9358	44738
1	1	1994	304847	502294	171942	56713	40131	28248	27583	24303	23658	91143
1	1	1995	443084	322790	296579	65551	53670	39327	22103	17701	16646	85605
1	1	1996	444406	669904	312384	170612	50658	22396	18070	15305	17362	85496
1	1	1997	306609	474221	189334	107589	66458	42200	25467	27051	31144	74425
1	1	1998	451731	649694	394557	189770	65233	107965	10958	11856	13452	55410
1	1	1999	540099	517710	271985	168325	52591	18235	13333	14086	44138	70849
1	1	2000	1651573	711627	359074	84005	87737	53068	16037	16434	16114	51446
1	1	2001	25533	739701	205608	155369	39309	28320	44773	26069	19960	96913
1	1	2002	71927	802414	326482	112638	53543	25543	13947	17481	20485	88878
1	1	2003	46055	307381	107698	60328	77901	40516	28196	22527	19063	122562
1	1	2004	216436	367903	279989	52360	20386	38471	47244	10194	23660	113503
1	1	2005	385283	614905	174453	93018	36131	27849	25703	19866	16213	116936
1	1	2006	381072	243431	453977	78709	19316	46985	14476	16199	71825	76296
1	1	2007	3482	208421	110084	246755	63449	35766	40826	32816	58030	121830
1	1	2008	755	63119	41758	67048	51597	27174	19392	16913	16230	44546
1	1	2009	1350	22619	20491	52868	24566	30804	33104	19219	10408	33310
