                ****************************************
                                VPA-2BOX                
                BOOTSTRAP ESTIMATES OF BIAS AND VARIANCE
                ****************************************


BFT East 55-06 test                               
12:14, 16 September 2010


 *************************************************
 BIAS AND STANDARD ERROR ESTIMATES
 *************************************************


TABLE 1A. BIAS OF FISHING MORTALITY RATE FOR EAST OF 45                                        
    9   1982   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1983   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1984   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1985   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1986   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1987   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1988   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1989   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1990   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1991   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1992   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1993   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1994   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1995   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1996   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1997   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1998   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1999   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2000   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2001   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2002   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2003   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2004   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2005   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2006   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2007   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2008   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2009   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
   10   1950   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1951   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1952   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1953   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1954   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1955   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1956   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1957   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1958   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1959   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1960   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1961   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1962   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1963   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1964   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1965   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1966   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1967   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1968   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1969   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1970   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1971   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1972   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1973   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1974   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1975   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1976   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1977   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1978   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1979   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1980   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1981   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1982   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1983   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1984   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1985   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1986   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1987   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1988   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1989   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1990   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1991   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1992   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1993   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1994   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1995   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1996   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1997   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1998   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   1999   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2000   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2001   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2002   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2003   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2004   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2005   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2006   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2007   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2008   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   10   2009   0.517E-07  0.521E-07 -0.556E-08  0.514E-08   9.9
   11   1950   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1951   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1952   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1953   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1954   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1955   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1956   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1957   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1958   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1959   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1960   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1961   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1962   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1963   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1964   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1965   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1966   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1967   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1968   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1969   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1970   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1971   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1972   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1973   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1974   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1975   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1976   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1977   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1978   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1979   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1980   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1981   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1982   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1983   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1984   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1985   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1986   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1987   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1988   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1989   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1990   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1991   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1992   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1993   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1994   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1995   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1996   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1997   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1998   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   1999   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2000   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2001   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2002   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2003   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2004   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2005   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2006   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2007   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2008   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   11   2009   0.562E-08  0.570E-08 -0.135E-08  0.965E-09  16.9
   12   1950   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1951   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1952   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1953   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1954   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1955   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1956   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1957   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1958   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1959   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1960   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1961   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1962   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1963   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1964   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1965   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1966   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1967   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1968   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1969   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1970   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1971   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1972   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1973   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1974   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1975   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1976   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1977   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1978   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1979   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1980   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1981   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1982   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1983   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1984   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1985   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1986   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1987   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1988   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1989   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1990   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1991   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1992   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1993   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1994   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1995   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1996   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1997   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1998   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   1999   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2000   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2001   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2002   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2003   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2004   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2005   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2006   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2007   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2008   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   12   2009   0.129E-05  0.131E-05 -0.800E-07  0.133E-06  10.1
   13   1950   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1951   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1952   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1953   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1954   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1955   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1956   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1957   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1958   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1959   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1960   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1961   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1962   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1963   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1964   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1965   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1966   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1967   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1968   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1969   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1970   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1971   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1972   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1973   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1974   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1975   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1976   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1977   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1978   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1979   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1980   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1981   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1982   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1983   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1984   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1985   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1986   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1987   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1988   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1989   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1990   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1991   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1992   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1993   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1994   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1995   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1996   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1997   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1998   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   1999   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2000   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2001   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2002   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2003   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2004   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2005   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2006   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2007   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2008   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
   13   2009   0.530E-07  0.540E-07 -0.761E-08  0.503E-08   9.3
 


 *************************************************
 CORRELATION AND COVARIANCE MATRICES OF PARAMETERS
 *************************************************


TABLE 2A. CORRELATION MATRIX
==========================================================  
          1    2    3    4    5    6    7    8    9   10
    1 :  1.0
    2 :  0.3  1.0
    3 :  0.3  1.0  1.0
    4 :  0.3  0.8  0.8  1.0
    5 :  0.2  0.7  0.6  0.9  1.0
    6 :  0.1  0.5  0.5  0.7  0.9  1.0
    7 :  0.1  0.4  0.4  0.5  0.7  0.9  1.0
    8 :  0.0  0.4  0.4  0.3  0.4  0.6  0.8  1.0
    9 : -0.1  0.3  0.3  0.0  0.0  0.1  0.3  0.7  1.0
   10 :  0.0  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.1  1.0
 
 
TABLE 2B. COVARIANCE MATRIX
=========================================================================================================================================      
              1            2            3            4            5            6            7            8            9           10
    1 :   0.5002D-11
    2 :   0.2065D-07   0.9545D-03
    3 :   0.1102D-07   0.4838D-03   0.2566D-03
    4 :   0.3073D-07   0.1207D-02   0.6062D-03   0.2119D-02
    5 :   0.9456D-08   0.4506D-03   0.2131D-03   0.8583D-03   0.4423D-03
    6 :   0.3816D-08   0.2508D-03   0.1157D-03   0.4625D-03   0.2822D-03   0.2226D-03
    7 :   0.3013D-08   0.2855D-03   0.1403D-03   0.4803D-03   0.3127D-03   0.2760D-03   0.4502D-03
    8 :  -0.2476D-09   0.2171D-03   0.1253D-03   0.2545D-03   0.1734D-03   0.1681D-03   0.3527D-03   0.3870D-03
    9 :  -0.2000D-08   0.1013D-03   0.7275D-04   0.7903D-05   0.8260D-05   0.1946D-04   0.9368D-04   0.1857D-03   0.1704D-03
   10 :  -0.5639D-08   0.1941D-03   0.1110D-03   0.2108D-03   0.4145D-04  -0.2735D-05  -0.1544D-04   0.2724D-04   0.9148D-04   0.4025D-02
 
 
