 F
 1950   0.106  0.226  0.003  0.010  0.045  0.071  0.080  0.112  0.257  0.180
 1951   0.020  0.031  0.029  0.023  0.066  0.109  0.111  0.090  0.219  0.154
 1952   0.002  0.006  0.011  0.015  0.049  0.111  0.167  0.166  0.218  0.153
 1953   0.008  0.014  0.015  0.018  0.097  0.083  0.169  0.211  0.180  0.126
 1954   0.007  0.014  0.002  0.007  0.069  0.124  0.080  0.093  0.224  0.157
 1955   0.010  0.051  0.100  0.046  0.064  0.082  0.141  0.101  0.226  0.158
 1956   0.006  0.038  0.052  0.029  0.034  0.060  0.075  0.137  0.142  0.100
 1957   0.009  0.070  0.096  0.042  0.042  0.088  0.172  0.127  0.158  0.110
 1958   0.025  0.087  0.133  0.059  0.101  0.109  0.094  0.159  0.129  0.090
 1959   0.011  0.084  0.207  0.084  0.043  0.039  0.040  0.046  0.137  0.096
 1960   0.008  0.048  0.076  0.090  0.141  0.089  0.050  0.081  0.116  0.081
 1961   0.009  0.088  0.137  0.100  0.216  0.190  0.055  0.050  0.129  0.090
 1962   0.005  0.054  0.123  0.085  0.118  0.263  0.110  0.131  0.132  0.092
 1963   0.004  0.034  0.095  0.104  0.116  0.101  0.140  0.081  0.066  0.046
 1964   0.010  0.052  0.095  0.129  0.166  0.109  0.102  0.104  0.071  0.050
 1965   0.005  0.053  0.067  0.061  0.077  0.115  0.122  0.057  0.080  0.056
 1966   0.025  0.068  0.203  0.080  0.052  0.116  0.090  0.057  0.045  0.032
 1967   0.073  0.070  0.089  0.102  0.042  0.054  0.154  0.060  0.083  0.058
 1968   0.028  0.081  0.075  0.046  0.056  0.021  0.051  0.076  0.048  0.033
 1969   0.059  0.253  0.189  0.062  0.023  0.029  0.017  0.042  0.066  0.046
 1970   0.058  0.173  0.119  0.076  0.026  0.015  0.030  0.021  0.041  0.041
 1971   0.003  0.221  0.172  0.078  0.065  0.015  0.013  0.040  0.032  0.032
 1972   0.006  0.175  0.331  0.089  0.069  0.054  0.019  0.008  0.023  0.023
 1973   0.006  0.148  0.135  0.080  0.032  0.037  0.060  0.035  0.024  0.024
 1974   0.026  0.165  0.184  0.138  0.116  0.057  0.040  0.051  0.048  0.048
 1975   0.065  0.353  0.140  0.090  0.041  0.100  0.052  0.045  0.058  0.058
 1976   0.009  0.261  0.456  0.117  0.094  0.029  0.065  0.030  0.046  0.046
 1977   0.070  0.230  0.170  0.149  0.022  0.033  0.024  0.060  0.045  0.045
 1978   0.133  0.348  0.171  0.081  0.040  0.011  0.024  0.012  0.035  0.035
 1979   0.016  0.102  0.275  0.088  0.036  0.023  0.016  0.049  0.032  0.032
 1980   0.110  0.236  0.398  0.183  0.029  0.034  0.029  0.016  0.034  0.034
 1981   0.074  0.433  0.324  0.098  0.085  0.020  0.030  0.045  0.026  0.026
 1982   0.235  0.384  0.470  0.167  0.065  0.040  0.021  0.074  0.053  0.053
 1983   0.241  0.193  0.314  0.130  0.077  0.057  0.114  0.032  0.055  0.055
 1984   0.106  0.442  0.117  0.126  0.125  0.091  0.082  0.112  0.060  0.060
 1985   0.091  0.395  0.387  0.110  0.068  0.066  0.035  0.052  0.072  0.043
 1986   0.272  0.311  0.234  0.143  0.031  0.044  0.040  0.031  0.068  0.041
 1987   0.137  0.386  0.283  0.113  0.045  0.028  0.080  0.060  0.062  0.037
 1988   0.330  0.203  0.374  0.156  0.055  0.039  0.047  0.072  0.094  0.057
 1989   0.174  0.352  0.160  0.144  0.133  0.031  0.050  0.035  0.074  0.044
 1990   0.165  0.222  0.296  0.122  0.155  0.052  0.051  0.071  0.087  0.052
 1991   0.063  0.273  0.197  0.125  0.128  0.043  0.045  0.056  0.127  0.076
 1992   0.070  0.227  0.326  0.078  0.064  0.057  0.097  0.120  0.147  0.088
 1993   0.082  0.418  0.251  0.120  0.053  0.060  0.067  0.089  0.137  0.082
 1994   0.108  0.251  0.165  0.059  0.107  0.079  0.165  0.185  0.315  0.189
 1995   0.137  0.192  0.241  0.091  0.075  0.148  0.081  0.146  0.174  0.209
 1996   0.137  0.390  0.301  0.222  0.099  0.042  0.093  0.071  0.195  0.233
 1997   0.120  0.259  0.189  0.168  0.131  0.114  0.060  0.187  0.189  0.227
 1998   0.102  0.497  0.374  0.306  0.152  0.334  0.039  0.035  0.125  0.150
 1999   0.142  0.196  0.421  0.283  0.135  0.059  0.061  0.061  0.162  0.195
 2000   0.414  0.346  0.212  0.231  0.245  0.201  0.067  0.096  0.087  0.104
 2001   0.009  0.410  0.165  0.140  0.168  0.119  0.257  0.141  0.151  0.181
 2002   0.030  0.491  0.335  0.134  0.068  0.161  0.078  0.145  0.147  0.176
 2003   0.017  0.212  0.116  0.099  0.135  0.069  0.264  0.167  0.218  0.261
 2004   0.050  0.220  0.318  0.079  0.046  0.093  0.105  0.138  0.247  0.297
 2005   0.199  0.236  0.161  0.172  0.075  0.083  0.082  0.057  0.314  0.376
 2006   0.238  0.226  0.288  0.105  0.051  0.134  0.056  0.065  0.276  0.331
 2007   0.006  0.241  0.158  0.262  0.121  0.129  0.163  0.166  0.324  0.389
 2008   0.004  0.163  0.072  0.142  0.083  0.071  0.094  0.090  0.108  0.130
 2009   0.010  0.187  0.076  0.129  0.074  0.067  0.115  0.123  0.069  0.083
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 N by area
 1950      2854875.     1462175.     1532974.     1058049.      850395.      960215.      541634.      230178.      157025.      174321.
 1951      2238212.     1573650.      917217.     1202405.      824340.      639263.      732463.      419854.      177097.      238974.
 1952      2831950.     1344484.     1199644.      700618.      924291.      606916.      469508.      550538.      330324.      310977.
 1953      2681950.     1731499.     1050810.      933353.      542990.      692612.      444756.      333514.      401269.      476018.
 1954      2716664.     1630326.     1342946.      814100.      721174.      387743.      521859.      315396.      232557.      675547.
 1955      1773799.     1652840.     1264854.     1054090.      635611.      529490.      280490.      404201.      247391.      686728.
 1956      1161320.     1076382.     1235992.      900229.      792103.      469045.      399359.      204565.      314590.      704565.
 1957       908287.      707231.      815175.      923381.      687994.      602235.      361617.      310956.      153514.      817938.
 1958      1067560.      551725.      518938.      582776.      696645.      519104.      451372.      255547.      235692.      778462.
 1959       910079.      637634.      397745.      357352.      432279.      495230.      381285.      344968.      187681.      826602.
 1960       790736.      551492.      461387.      254343.      258364.      325741.      389969.      307656.      283483.      823950.
 1961      1044226.      480733.      413645.      336375.      182788.      176587.      244022.      311423.      244300.      910320.
 1962      1644126.      633672.      346286.      283685.      239532.      115854.      119501.      193858.      254971.      942143.
 1963      1953822.     1001852.      472220.      240781.      204971.      167375.       72928.       89898.      146367.      974457.
 1964      1751810.     1192270.      761655.      337869.      170734.      143532.      123831.       53217.       71390.      962911.
 1965      3161190.     1062758.      890670.      544975.      233500.      113751.      105399.       93860.       41264.      887751.
 1966      1988436.     1926222.      792718.      655480.      403385.      170042.       82993.       78352.       76311.      793252.
 1967      1168346.     1187641.     1416021.      508906.      475948.      301320.      123941.       63655.       63719.      759559.
 1968       982507.      665072.      871145.     1018636.      361482.      359070.      233647.       89235.       51594.      700219.
 1969       941954.      585116.      482357.      635944.      764942.      268893.      287803.      186298.       71176.      656161.
 1970       872146.      543744.      357462.      314008.      469960.      588045.      213937.      237522.      153794.      625728.
 1971      1727204.      504156.      359896.      249695.      228825.      360194.      474220.      174335.      200105.      673777.
 1972      1165885.     1055460.      318067.      238259.      181707.      168590.      290496.      393073.      144139.      761339.
 1973      1741715.      709932.      697296.      179608.      171403.      133358.      130779.      239369.      335679.      797628.
 1974      2215841.     1061005.      481531.      479096.      130474.      130612.      105256.      103432.      198858.      994013.
 1975      1670730.     1322664.      707382.      315205.      328146.       91426.      101020.       84912.       84588.     1025004.
 1976      2485836.      958780.      731156.      483670.      226703.      247642.       67700.       80536.       69897.      945729.
 1977      1253000.     1509335.      580900.      364712.      338534.      162270.      196889.       53269.       67292.      876316.
 1978       995844.      715527.      943773.      385473.      247130.      260396.      128578.      161290.       43161.      814845.
 1979      1233698.      534105.      397512.      625472.      279593.      186851.      210873.      105424.      137108.      748781.
 1980      1853859.      743429.      379214.      237471.      450349.      212153.      149547.      174130.       86386.      773329.
 1981      1611447.     1017479.      461873.      200427.      155600.      344141.      167966.      121948.      147564.      749943.
 1982      2600054.      916589.      519094.      262757.      142891.      112388.      276148.      136851.      100387.      788244.
 1983      3905594.     1258855.      491343.      255303.      174949.      105332.       88413.      226972.      109420.      760740.
 1984      2030578.     1881037.      816653.      282367.      176428.      127426.       81420.       66234.      189127.      743203.
 1985      1835617.     1118358.      950918.      571313.      195750.      122436.       95282.       62959.       50950.      790252.
 1986      3180619.     1027009.      592498.      508100.      402680.      143873.       93865.       77229.       51449.      726667.
 1987      2292979.     1484383.      592188.      368769.      346330.      307176.      112704.       75726.       64458.      673420.
 1988      3498065.     1224554.      793973.      351122.      259072.      260481.      244472.       87356.       61406.      640395.
 1989      3593712.     1540933.      786317.      429692.      236335.      192960.      205035.      195838.       69991.      596913.
 1990      3616669.     1849785.      852516.      526935.      292601.      162817.      153159.      163761.      162706.      574179.
 1991      5064251.     1879275.     1165525.      498678.      366983.      197185.      126579.      122226.      131355.      624548.
 1992      4277809.     2914470.     1124586.      752835.      346075.      254035.      154614.      101558.       99493.      625804.
 1993      4493425.     2443466.     1827627.      638387.      547677.      255364.      196558.      117820.       77525.      594398.
 1994      3761117.     2536123.     1265477.     1118883.      445583.      408754.      196975.      154380.       92786.      554958.
 1995      4339803.     2068949.     1552775.      843825.      830027.      315075.      309174.      140173.      110403.      475365.
 1996      4352992.     2317237.     1342987.      960303.      605882.      605507.      222524.      239337.      104271.      430708.
 1997      3399822.     2324299.     1234652.      781688.      605109.      431870.      475528.      170286.      191826.      384334.
 1998      5879385.     1846380.     1410929.      804319.      520022.      417348.      315537.      375901.      121552.      417241.
 1999      5117009.     3253249.      883208.      763366.      465812.      351521.      244706.      254857.      312559.      419585.
 2000      6059059.     2718676.     2102813.      456107.      452392.      320015.      271345.      193231.      206311.      546868.
 2001      3790281.     2453295.     1513265.     1337765.      284801.      278611.      214229.      213123.      151101.      612903.
 2002      3038576.     2302258.     1280656.     1009052.      915235.      189369.      202575.      139020.      159316.      577220.
 2003      3466364.     1805834.     1107931.      720451.      694353.      672636.      132029.      157306.      103482.      559287.
 2004      5612318.     2087926.     1149695.      776456.      513453.      477455.      514151.       85131.      114558.      463247.
 2005      2682741.     3270864.     1318329.      658210.      564525.      385874.      356209.      388442.       63840.      390455.
