Swordfish MED	
1	2											
1985	2005											
0	10											
1		
6956	81312	142885	99727	60524	32604	23564	9652	2636	1547	2089
10260	57372	138165	122451	57874	37985	24430	11631	2434	2158	4116
12669	125110	132141	102534	67234	48388	29722	11477	2679	2248	4486
13206	200401	216626	107217	80562	46531	25046	9713	3625	2737	4342
31982	138059	206460	113313	70340	39786	17394	7550	4885	1452	2707
4320	135680	279271	161486	43836	18046	10545	3955	2166	957	1095
7039	103688	205034	133993	60258	24862	12879	6043	2645	1794	2033
23117	96640	261677	101367	44158	22567	12535	6108	3257	2734	1352
14134	143891	268701	85861	33884	17993	9888	5315	2636	1672	1503
17802	113441	299377	118543	41780	21857	13108	7429	3476	1715	2568
23486	158900	214501	101570	34615	17913	9861	5727	1836	1574	1776
4943	116850	175107	109047	41219	15476	7997	4625	1934	1320	1232
5447	99162	175012	146535	54040	31916	8986	5450	1115	1085	916
19237	186668	188768	89276	43398	25547	14932	7649	3488	1575	2088
5703	110510	192234	92402	49690	23974	13542	7753	2029	1162	1518
2541	115895	207824	117320	54575	27689	14084	7773	3031	1545	1920
3599	111760	218564	123261	53357	20875	9971	6360	2968	1090	3271
1319	175122	267177	96208	27395	14760	6910	3977	1803	1071	1730
35011	98087	305739	134199	49567	19485	7991	4375	2058	1272	1553
27356	193664	189784	106013	45355	23423	11776	5950	2650	1673	2154
6866	102412	267135	102803	42959	20865	10579	5926	2234	1570	3180
